CaseNum,Status_Short,Date,Status,Generated_at,Desc
2290028029,0-Received,"December 12, 2021",Fingerprint Fee Was Received,20211213-075459,"On December 12, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290028029. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290029589,8-Rejected,"December 16, 2021",Rejected-Improperly Filed,20211219-080900,"On December 16, 2021, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290029589, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290029592,8-Rejected,"December 16, 2021",Rejected-Improperly Filed,20211219-080900,"On December 16, 2021, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290029592, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030225,0-Received,"December 17, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 17, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030225. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030225,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken,20220215-163816,"As of February 1, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030225, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030228,0-Received,"December 17, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 17, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030228. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030228,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken,20220215-163816,"As of February 1, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030228, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030231,0-Received,"December 17, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 17, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030231. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030231,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken,20220215-163816,"As of February 1, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030231, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030234,0-Received,"December 17, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 17, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030234. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030234,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken,20220215-163816,"As of February 1, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030234, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030332,8-Rejected,"December 18, 2021",Rejected-Improperly Filed,20211226-161817,"On December 18, 2021, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030332, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030679,0-Received,"December 19, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 19, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030679. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030679,0-Received,"January 6, 2022",Case Was Transferred,20220215-163816,"On January 6, 2022, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030679, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by February 5, 2022, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030681,0-Received,"December 19, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 19, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030681. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030681,0-Received,"January 6, 2022",Case Was Transferred,20220215-163816,"On January 6, 2022, we transferred your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030681, to another USCIS office. That office now has jurisdiction over your case. We sent you a notice that explains why we moved your case. Please follow the instructions in the notice. If you do not receive your notice by February 5, 2022, please go to www.uscis.gov/e-request to request a copy of the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030707,0-Received,"December 19, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 19, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030707. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030707,1-Fingerprint-taken,"February 4, 2022",Fingerprints Taken,20220215-163816,"As of February 4, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030707, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030710,0-Received,"December 19, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 19, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030710. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030710,1-Fingerprint-taken,"February 4, 2022",Fingerprints Taken,20220215-163816,"As of February 4, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030710, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030713,0-Received,"December 19, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 19, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030713. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030713,1-Fingerprint-taken,"February 4, 2022",Fingerprints Taken,20220215-163816,"As of February 4, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030713, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030718,0-Received,"December 19, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 19, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030718. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030721,0-Received,"December 19, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 19, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030721. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030734,0-Received,"December 19, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 19, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030734. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030734,1-Fingerprint-taken,"February 3, 2022",Fingerprints Taken,20220215-163816,"As of February 3, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030734, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030737,0-Received,"December 19, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 19, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030737. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030737,1-Fingerprint-taken,"February 3, 2022",Fingerprints Taken,20220215-163816,"As of February 3, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030737, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030786,0-Received,"December 20, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 20, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030786. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030786,1-Fingerprint-taken,"February 3, 2022",Fingerprints Taken,20220215-163816,"As of February 3, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030786, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030789,0-Received,"December 20, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 20, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030789. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030789,1-Fingerprint-taken,"February 3, 2022",Fingerprints Taken,20220215-163816,"As of February 3, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030789, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290030792,0-Received,"December 3, 2021",Case Was Received,20211226-161817,"On December 3, 2021, we received your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030792, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030898,0-Received,"December 20, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 20, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030898. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290030901,0-Received,"December 20, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 20, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290030901. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290031130,0-Received,"December 20, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 20, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290031130. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290031130,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken,20220215-163816,"As of February 1, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290031130, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290031133,0-Received,"December 20, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 20, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290031133. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290031133,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken,20220215-163816,"As of February 1, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290031133, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290031217,8-Rejected,"December 21, 2021",Rejected-Improperly Filed,20211226-161817,"On December 21, 2021, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290031217, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290031746,8-Rejected,"December 21, 2021",Rejected-Improperly Filed,20211226-161817,"On December 21, 2021, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290031746, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290032120,8-Rejected,"December 22, 2021",Rejected-Incorrect Fee,20211226-161817,"On December 22, 2021, we rejected your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290032120, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290032881,0-Received,"December 23, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 23, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290032881. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290032928,0-Received,"December 23, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 23, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290032928. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290032931,0-Received,"December 23, 2021",Fingerprint Fee Was Received,20211226-161817,"On December 23, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290032931. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290033549,0-Received,"December 27, 2021",Fingerprint Fee Was Received,20220121-114227,"On December 27, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290033549. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290033549,1-Fingerprint-taken,"February 5, 2022",Fingerprints Taken,20220215-163816,"As of February 5, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290033549, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290033650,0-Received,"December 27, 2021",Fingerprint Fee Was Received,20220121-114227,"On December 27, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290033650. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290033703,0-Received,"December 27, 2021",Fingerprint Fee Was Received,20220121-114227,"On December 27, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290033703. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290033703,1-Fingerprint-taken,"February 1, 2022",Fingerprints Taken,20220215-163816,"As of February 1, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290033703, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290033779,0-Received,"December 27, 2021",Fingerprint Fee Was Received,20220121-114227,"On December 27, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290033779. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290034000,0-Received,"December 28, 2021",Fingerprint Fee Was Received,20220121-114227,"On December 28, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290034000. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290034003,0-Received,"December 28, 2021",Fingerprint Fee Was Received,20220121-114227,"On December 28, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290034003. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290034006,0-Received,"December 28, 2021",Fingerprint Fee Was Received,20220121-114227,"On December 28, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290034006. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290035106,0-Received,"December 30, 2021",Fingerprint Fee Was Received,20220121-123103,"On December 30, 2021, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035106. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290035106,1-Fingerprint-taken,"February 8, 2022",Fingerprints Taken,20220215-163816,"As of February 8, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035106, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290035566,0-Received,"January 3, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 3, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035566. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290035566,1-Fingerprint-taken,"February 8, 2022",Fingerprints Taken,20220215-163816,"As of February 8, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035566, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290035569,0-Received,"January 3, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 3, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035569. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290035569,1-Fingerprint-taken,"February 8, 2022",Fingerprints Taken,20220215-163816,"As of February 8, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035569, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290035709,0-Received,"January 3, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 3, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035709. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290035712,0-Received,"January 3, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 3, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035712. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290035715,0-Received,"January 3, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 3, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035715. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290035718,0-Received,"January 3, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 3, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035718. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290035721,0-Received,"January 3, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 3, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035721. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290035724,0-Received,"December 14, 2021",Case Was Received,20220121-123103,"On December 14, 2021, we received your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290035724, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036283,0-Received,"January 4, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 4, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036283. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036299,0-Received,"January 4, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 4, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036299. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036302,0-Received,"January 4, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 4, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036302. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036369,0-Received,"January 5, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 5, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036369. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036369,1-Fingerprint-taken,"February 28, 2022",Fingerprints Taken,20220305-074950,"As of February 28, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036369, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290036380,0-Received,"January 5, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 5, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036380. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036383,0-Received,"January 5, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 5, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036383. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036388,0-Received,"January 5, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 5, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036388. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036388,1-Fingerprint-taken,"March 1, 2022",Fingerprints Taken,20220305-074950,"As of March 1, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036388, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290036391,0-Received,"January 5, 2022",Fingerprint Fee Was Received,20220121-123103,"On January 5, 2022, we accepted the fingerprint fee for your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036391. Our California Service Center location is working on your case. We mailed you a notice describing how we will process your case. Please follow the instructions in the notice. If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036391,1-Fingerprint-taken,"March 2, 2022",Fingerprints Taken,20220305-074950,"As of March 2, 2022, fingerprints relating to your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036391, have been applied to your case.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address."
2290036435,0-Received,"December 17, 2021",Case Was Received,20220121-123103,"On December 17, 2021, we received your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036435, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036447,0-Received,"December 3, 2021",Case Was Received,20220121-123103,"On December 3, 2021, we received your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036447, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
2290036450,0-Received,"December 3, 2021",Case Was Received,20220121-123103,"On December 3, 2021, we received your Form I-485, Application to Register Permanent Residence or Adjust Status, Receipt Number WAC2290036450, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you have any questions, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address."
